# Reports page (0.4.0).
a report covers 1 to 365 days || ein Bericht umfasst 1 bis 365 Tage || un rapport couvre de 1 à 365 jours || un informe abarca de 1 a 365 días || report pokrýva 1 až 365 dní
no such report || Bericht nicht gefunden || rapport introuvable || informe no encontrado || taký report neexistuje
Period the report covers || Zeitraum des Berichts || Période couverte par le rapport || Período que abarca el informe || Obdobie, ktoré report pokrýva
Make a report now || Jetzt einen Bericht erstellen || Créer un rapport maintenant || Crear un informe ahora || Vytvoriť report teraz
Open a live report without saving it || Einen Live-Bericht ohne Speichern öffnen || Ouvrir un rapport en direct sans l'enregistrer || Abrir un informe en vivo sin guardarlo || Otvoriť aktuálny report bez uloženia
A report is a snapshot of your network at one moment: devices, findings, accepted risks, alerts, trends and the compliance overview. Reports are kept here on the DENIS server, so you can open, download or print last month's again, for an auditor or a customer. || Ein Bericht ist eine Momentaufnahme Ihres Netzwerks: Geräte, Befunde, akzeptierte Risiken, Alarme, Trends und die Compliance-Übersicht. Berichte werden hier auf dem DENIS-Server gespeichert; so können Sie den des letzten Monats jederzeit erneut öffnen, herunterladen oder drucken, für Prüfer oder Kunden. || Un rapport est un instantané de votre réseau à un moment donné : appareils, constats, risques acceptés, alertes, tendances et aperçu de conformité. Les rapports sont conservés ici, sur le serveur DENIS : vous pouvez rouvrir, télécharger ou imprimer celui du mois dernier, pour un auditeur ou un client. || Un informe es una instantánea de su red en un momento dado: dispositivos, hallazgos, riesgos aceptados, alertas, tendencias y el resumen de cumplimiento. Los informes se guardan aquí, en el servidor DENIS, para que pueda volver a abrir, descargar o imprimir el del mes pasado, para un auditor o un cliente. || Report je snímka vašej siete v jednom okamihu: zariadenia, zistenia, akceptované riziká, upozornenia, trendy a prehľad súladu. Reporty sa ukladajú tu, na serveri DENIS, takže ten z minulého mesiaca môžete kedykoľvek znova otvoriť, stiahnuť alebo vytlačiť pre audítora či zákazníka.
No reports yet. Make one now, or switch the schedule on below. || Noch keine Berichte. Erstellen Sie jetzt einen oder schalten Sie unten den Zeitplan ein. || Aucun rapport pour l'instant. Créez-en un maintenant ou activez la planification ci-dessous. || Aún no hay informes. Cree uno ahora o active la programación más abajo. || Zatiaľ žiadne reporty. Vytvorte prvý teraz alebo zapnite plán nižšie.
Made || Erstellt || Créé || Creado || Vytvorený
How || Wie || Comment || Cómo || Ako
Covers || Umfasst || Couvre || Abarca || Pokrýva
Size || Größe || Taille || Tamaño || Veľkosť
1 report, {size}. || 1 Bericht, {size}. || 1 rapport, {size}. || 1 informe, {size}. || 1 report, {size}.
Anyone with the link can view this report, without signing in || Jeder mit dem Link kann diesen Bericht ansehen, ohne sich anzumelden || Toute personne disposant du lien peut consulter ce rapport, sans se connecter || Cualquiera con el enlace puede ver este informe, sin iniciar sesión || Ktokoľvek s odkazom si môže tento report pozrieť bez prihlásenia
Shared || Geteilt || Partagé || Compartido || Zdieľané
Sharing… || Wird geteilt… || Partagé… || Compartiendo… || Zdieľa sa…
Share… || Teilen … || Partager… || Compartir… || Zdieľať…
Anyone with this link can view this report — the full compliance overview and inventory it was made from — without signing in. Turn it off any time; the link stops working immediately. || Jeder mit diesem Link kann diesen Bericht ansehen — den vollständigen Compliance-Überblick und das Inventar, aus dem er erstellt wurde — ohne sich anzumelden. Schalten Sie es jederzeit aus; der Link funktioniert dann sofort nicht mehr. || Toute personne disposant de ce lien peut consulter ce rapport — l'aperçu complet de conformité et l'inventaire dont il a été tiré — sans se connecter. Désactivez-le à tout moment ; le lien cesse alors de fonctionner immédiatement. || Cualquiera con este enlace puede ver este informe — la visión general de cumplimiento completa y el inventario del que se hizo — sin iniciar sesión. Desactívelo cuando quiera; el enlace deja de funcionar de inmediato. || Ktokoľvek s týmto odkazom si môže pozrieť tento report — celý prehľad súladu aj register, z ktorého vznikol — bez prihlásenia. Kedykoľvek to môžete vypnúť; odkaz potom hneď prestane fungovať.
Stop sharing || Freigabe beenden || Arrêter le partage || Dejar de compartir || Zastaviť zdieľanie
Turn on sharing || Freigabe einschalten || Activer le partage || Activar el uso compartido || Zapnúť zdieľanie
Share this report || Diesen Bericht teilen || Partager ce rapport || Compartir este informe || Zdieľať tento report
