# Physical topology and switches read over SNMP (0.4.0).
Read now || Jetzt lesen || Lire maintenant || Leer ahora || Načítať teraz
Read: {ports} ports, {neighbors} neighbours, {macs} MAC addresses. || Gelesen: {ports} Ports, {neighbors} Nachbarn, {macs} MAC-Adressen. || Lu : {ports} ports, {neighbors} voisins, {macs} adresses MAC. || Leído: {ports} puertos, {neighbors} vecinos, {macs} direcciones MAC. || Načítané: {ports} portov, {neighbors} susedov, {macs} MAC adries.
Delete the switch "{name}"? || Switch „{name}“ löschen? || Supprimer le commutateur « {name} » ? || ¿Eliminar el conmutador «{name}»? || Zmazať switch „{name}“?
{ports} ports, {neighbors} neighbours, {macs} MAC addresses; read {ago}. || {ports} Ports, {neighbors} Nachbarn, {macs} MAC-Adressen; gelesen {ago}. || {ports} ports, {neighbors} voisins, {macs} adresses MAC ; lu {ago}. || {ports} puertos, {neighbors} vecinos, {macs} direcciones MAC; leído {ago}. || {ports} portov, {neighbors} susedov, {macs} MAC adries; načítané {ago}.
No switches yet. || Noch keine Switches. || Aucun commutateur pour l'instant. || Aún no hay conmutadores. || Zatiaľ žiadne switche.
e.g. Core switch || z. B. Core-Switch || p. ex. Commutateur cœur || p. ej. Conmutador principal || napr. Core switch
(unchanged) || (unverändert) || (inchangé) || (sin cambios) || (nezmenené)
Add a switch || Switch hinzufügen || Ajouter un commutateur || Añadir un conmutador || Pridať switch
Edit the switch || Switch bearbeiten || Modifier le commutateur || Editar el conmutador || Upraviť switch
Address || Adresse || Adresse || Dirección || Adresa
SNMP community (read only) || SNMP-Community (nur lesend) || Communauté SNMP (lecture seule) || Comunidad SNMP (solo lectura) || SNMP community (iba na čítanie)
Read this switch regularly || Diesen Switch regelmäßig lesen || Lire ce commutateur régulièrement || Leer este conmutador con regularidad || Tento switch pravidelne čítať
Switches (SNMP) || Switches (SNMP) || Commutateurs (SNMP) || Conmutadores (SNMP) || Switche (SNMP)
Kind of map || Art der Karte || Type de carte || Tipo de mapa || Druh mapy
By gateway || Nach Gateway || Par passerelle || Por puerta de enlace || Podľa brány
Switches and cables || Switches und Kabel || Commutateurs et câbles || Conmutadores y cables || Switche a káble
Read from your switches over SNMP: each device is drawn on the port where its MAC address was learned (an access port, never an uplink), and switches are joined by the links their neighbours (LLDP) report. Click a device to open it. || Über SNMP von Ihren Switches gelesen: Jedes Gerät wird an dem Port gezeichnet, an dem seine MAC-Adresse gelernt wurde (ein Zugangsport, nie ein Uplink), und Switches sind durch die Verbindungen verbunden, die ihre Nachbarn (LLDP) melden. Klicken Sie auf ein Gerät, um es zu öffnen. || Lu depuis vos commutateurs via SNMP : chaque appareil est dessiné sur le port où son adresse MAC a été apprise (un port d'accès, jamais un lien montant), et les commutateurs sont reliés par les liens que leurs voisins (LLDP) signalent. Cliquez sur un appareil pour l'ouvrir. || Leído de sus conmutadores por SNMP: cada dispositivo se dibuja en el puerto donde se aprendió su dirección MAC (un puerto de acceso, nunca un enlace ascendente) y los conmutadores se unen por los enlaces que informan sus vecinos (LLDP). Pulse un dispositivo para abrirlo. || Načítané zo switchov cez SNMP: každé zariadenie je nakreslené na porte, kde sa naučila jeho MAC adresa (prístupový port, nikdy uplink), a switche sú spojené linkami, ktoré hlásia ich susedia (LLDP). Kliknutím na zariadenie ho otvoríte.
Ports ({n}) || Ports ({n}) || Ports ({n}) || Puertos ({n}) || Porty ({n})
up || up || actif || activo || up
down || down || inactif || inactivo || down
